7,165,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,12,1,1,1,2,1,1,1,1,3,3,1,1
IRE_20,ie_kerry_w_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_21,ie_kerry_w_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_22,ie_cork_w_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_24,ie_kerry_w_2014_late_rhod_shrub_eu1_forest_eu1mg18_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_26,ie_wexford_se_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_27,ie_cork_w_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_28,ie_wicklow_se_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_29,ie_dublin_ne_2012_late_pieris_shrub_eu1_nursery_EU1MG129_ieni,221,265,355,404,0,143,0,243,149,149,0,203,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_30,ie_wicklow_se_2012_late_rhod_shrub_eu1_nursery_eu1mg22_eubr,221,265,355,402,132,143,115,243,149,149,172,209,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_31,ie_kildare_ne_2012_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_33,ie_westmeath_ne_2012_late_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_34,ie_cork_w_2013_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_36,ie_waterford_se_2014_late_rhod_shrub_eu1_nursery_EU1MG135_ieni,221,265,355,402,132,143,115,237,149,149,172,203,194,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_37,ie_cork_w_2014_late_rhod_shrub_eu1_nursery_EU1MG132_ieni,221,265,355,402,132,147,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_38,ie_galway_w_2014_late_rhod_shrub_eu1_nursery_eu1mg26_eubr,221,265,355,402,132,143,115,247,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_4,ie_kerry_w_2012_late_rhod_shrub_eu1_forest_EU1MG128_ieni,221,265,355,398,132,143,115,245,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_40,ie_waterford_se_2014_late_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_41,ie_wexford_se_2014_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_46,ie_wicklow_se_2014_late_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_48,ie_cork_w_2015_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_49,ie_tipperary_w_2015_late_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_50,ie_kerry_w_2015_late_rhod_shrub_eu1_nursery_eu1mg18_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_51,ie_tipperary_w_2015_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_53,ie_galway_w_2015_late_camellia_shrub_eu1_nursery_eu1mg19_eubr,221,265,355,402,132,143,115,243,149,149,172,197,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_54,ie_kerry_w_2015_late_rhod_shrub_eu1_nursery_eu1mg5_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_58,ie_limerick_w_2015_late_rhod_shrub_eu1_nursery_eu1mg5_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_59,ie_cork_w_2015_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_6,ie_kerry_w_2013_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_60,ie_cork_w_2015_late_viburnum_shrub_eu1_nursery_eu1mg32_brunique,221,265,355,402,132,143,115,237,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_61,ie_kerry_w_2015_late_camellia_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_62,ie_waterford_se_2017_late_rhod_shrub_eu1_nursery_eu1mg32_brunique,221,265,355,402,132,143,115,237,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_63,ie_waterford_w_2005_early_rhod_shrub_eu1_nursery_eu1mg32_brunique,221,265,355,402,132,143,115,237,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_64,ie_kerry_w_2005_early_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_65,ie_galway_w_2006_early_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_66,ie_galway_w_2006_early_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_67,ie_tipperary_w_2006_early_rhod_shrub_eu1_forest_EU1MG130_ieni,221,265,355,404,132,143,115,247,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_68,ie_kerry_w_2009_early_rhod_shrub_eu1_forest_eu1mg26_eubr,221,265,355,402,132,143,115,247,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_7,ie_cork_w_2013_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_70,ie_kerry_w_2006_early_rhod_shrub_eu1_forest_eu1mg26_eubr,221,265,355,402,132,143,115,247,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_71,ie_clare_w_2006_early_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_72,ie_galway_w_2006_early_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_73,ie_kerry_unknown_2007_early_rhod_shrub_eu1_forest_eu1mg13_eubr,221,265,355,402,132,143,115,245,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_74,ie_clare_w_2007_early_viburnum_shrub_eu1_nursery_EU1MG131_ieni,221,265,355,404,132,143,115,245,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_75,ie_laois_se_2007_early_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_76,ie_westmeath_ne_2007_early_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_77,ie_louth_ne_2007_early_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_78,ie_kildare_ne_2008_early_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_79,ie_cork_w_2008_early_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_80,ie_kildare_ne_2009_early_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_81,ie_kildare_ne_2009_early_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_82,ie_tipperary_w_2009_early_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_83,ie_kilkenny_se_2010_late_camellia_shrub_eu1_nursery_eu1mg19_eubr,221,265,355,402,132,143,115,243,149,149,172,197,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_84,ie_kilkenny_se_2010_late_viburnum_shrub_eu1_nursery_eu1mg19_eubr,221,265,355,402,132,143,115,243,149,149,172,197,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_85,ie_wicklow_se_2010_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_86,ie_wicklow_se_2010_late_pieris_shrub_eu1_nursery_eu1mg88_eu,221,265,355,402,132,143,115,243,149,149,172,203,188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_87,ie_waterford_se_2010_late_picea_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_88,ie_tipperary_w_2010_late_fagus_brotree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_89,ie_kildare_ne_2010_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_9,ie_cork_w_2013_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_90,ie_tipperary_w_2010_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_92,ie_kilkenny_se_2010_late_fagus_brotree_eu1_forest_eu1mg32_brunique,221,265,355,402,132,143,115,237,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_93,ie_unknown_ne_2010_late_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_97,ie_cork_w_2010_late_larix_contree_eu1_forest_eu1mg5_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_98,ni_antrim_ni_2010_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_99,ni_antrim_ni_2010_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF16_11,ie_wicklow_se_2016_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH15_243,ie_wexford_se_2015_late_rhod_shrub_eu1_other_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,